qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
3864,A woman squeezing a white food out of a bag and adding a red sauce to it.,17,2,4,squeezing|adding,woman|food|bag|sauce,val
5994,The person in the grey sweater sits down to eat a meal on a wooden plate.,16,2,4,sits|eat,person|sweater|meal|plate,val
4630,A woman is biting and tasting different macarons and showing the insides of them.,14,3,3,biting|tasting|showing,woman|macarons|insides,val
5437,A dark haired woman is ripping apart a flaky pastry and showing the inside.,14,2,3,ripping|showing,woman|pastry|inside,val
6643,A woman with brown hair is eating a croissant in a cafe.,12,1,3,eating,woman|hair|cafe,val
244,man giving reviews on truck,5,1,3,giving,man|reviews|truck,val
3610,A man in a black T-shirt and a cap is standing and talking besides a highway.,16,2,5,standing|talking,man|T|shirt|cap|highway,val
4946,A man in black sits beside a woman in light blue beside a camper on on the pavement.,18,1,4,sits,man|woman|camper|pavement,val
8786,A couple is talking about the RV life,8,1,3,talking,couple|RV|life,val
2390,Two girls taking a look at the fruits and make a 2 bowls of fruits with ice cream,18,2,7,taking|make,girls|look|fruits|bowls|fruits|ice|cream,val
5914,A woman shows the bathroom in a hotel and talks about how much she likes it.,16,2,4,shows|likes,woman|bathroom|hotel|talks,val
7627,People put on harnesses and safety gear.,7,1,4,put,People|harnesses|safety|gear,val
853,Two guys and a girl trying to cross the street,10,2,3,trying|cross,guys|girl|street,val
5406,Friends receive their food from the waiter and eat it during their conversation.,13,2,4,receive|eat,Friends|food|waiter|conversation,val
7846,Woman flexes her muscles for photos.,6,1,3,flexes,Woman|muscles|photos,val
101,A girl got a lot gifts from her parents,9,1,4,got,girl|lot|gifts|parents,val
328,Woman carries plate in her hand.,6,1,3,carries,Woman|plate|hand,val
4097,Woman with pink top leans against a wall.,8,0,3,,Woman|leans|wall,val
8386,A man looks at a mobile phone while laying down.,10,2,2,looks|laying,man|phone,val
8730,a woman addresses the camera while alone,7,1,2,addresses,woman|camera,val
4917,A little teenage girl packing for camping and taking us through what's on her travel list.,16,2,4,packing|taking,girl|camping|travel|list,val
5049,Empty fields with large dirt patches.,6,0,3,,fields|dirt|patches,val
6057,A young girl is showing what she is packing to go to camp.,13,3,2,showing|packing|go,girl|camp,val
7575,A child is checking out a device with a yellow sink.,11,1,3,checking,child|device|sink,val
8942,A man is saying goodnight to his twin children in their bedroom.,12,1,3,saying,man|children|bedroom,val
4226,A black woman with a blue pair of pants is shopping for carpets.,13,1,4,shopping,woman|pair|pants|carpets,val
5043,Woman models her pink dress next to the bed.,9,1,3,models,Woman|dress|bed,val
6139,A girl is vlogging her visit to CA Los Angles,10,1,5,vlogging,girl|visit|CA|Los|Angles,val
6675,A black woman is modeling her pink guess dress in various poses.,12,2,3,modeling|guess,woman|dress|poses,val
7308,Woman walks up the stairs and into the store.,9,1,3,walks,Woman|stairs|store,val
8065,Woman sits indian style on the bed.,7,1,3,sits,Woman|style|bed,val
8956,"After shopping at some thrift stores, a woman poses for pictures in a rich neighborhood",15,2,5,shopping|poses,thrift|stores|woman|pictures|neighborhood,val
1119,Hand is dipping food in the sauce.,7,1,3,dipping,Hand|food|sauce,val
3028,A foreigner filming Indian sops and traffic,7,1,3,filming,foreigner|sops|traffic,val
4310,Woman has a red dot on her forehead while she's in a building with yellow walls.,16,1,5,has,Woman|dot|forehead|building|walls,val
9216,A building with a blue roof is almost entirely covered by torrential floods,13,1,3,covered,building|roof|floods,val
1424,Kids getting ready to go to school,7,2,2,getting|go,Kids|school,val
1689,Girl in blue jacket sits in a white table.,9,1,3,sits,Girl|jacket|table,val
4987,Mom prepares card for kids lunch.,6,1,4,prepares,Mom|card|kids|lunch,val
7065,A couple of children hop in the backseat of a driver's vehicle to join him.,15,2,5,hop|join,couple|children|backseat|driver|vehicle,val
8855,Three children are talking in front of the camera while they are sitting on a chair,16,2,4,talking|sitting,children|front|camera|chair,val
430,People are having a party on the boat.,8,1,3,having,People|party|boat,val
3675,Blonde woman does her makeup routine.,6,1,3,does,woman|makeup|routine,val
5029,Blonde woman does her makerup routine.,6,1,3,does,woman|makerup|routine,val
7028,Blonde woman orders a coffee and a salad.,8,1,3,orders,woman|coffee|salad,val
7061,Blonde woman holds up a big white box.,8,1,2,holds,woman|box,val
533,A massage  about mantel health,5,0,3,,massage|mantel|health,val
2852,An animation of a boy and a girl in uniforms walking on a park and talking about depression.,18,2,6,walking|talking,animation|boy|girl|uniforms|park|depression,val
655,A person holding a bucket stands around penguins in an enclosure.,11,2,4,holding|stands,person|bucket|penguins|enclosure,val
4303,A couple is walking through a zoo exhibit containing different exotic birds.,12,2,4,walking|containing,couple|zoo|exhibit|birds,val
4409,Different museum displays the vlogger went to.,7,1,3,went,museum|displays|vlogger,val
81,Unboxing a package of energy drink,6,1,3,Unboxing,package|energy|drink,val
2540,A girl is preparing a protein shake for herself.,9,1,3,preparing,girl|protein|shake,val
4892,Young woman drinking a smoothie from a very large cup,10,1,3,drinking,woman|smoothie|cup,val
8401,A woman and a man ate a cake that she just baked.,12,2,3,ate|baked,woman|man|cake,val
8691,A woman walks into a grocery store and empties her basket of items after.,14,2,5,walks|empties,woman|grocery|store|basket|items,val
3482,A woman in a black head covering is standing between two portraits and gesturing.,14,1,5,standing,woman|head|covering|portraits|gesturing,val
5941,A woman looks at herself in a bathroom mirror.,9,1,3,looks,woman|bathroom|mirror,val
6538,A woman in black hijab lying on the bed and summarize her trip.,13,2,4,lying|summarize,woman|hijab|bed|trip,val
9667,Woman drives a car through the city.,7,1,3,drives,Woman|car|city,val
9935,"Due to a past poisoning attempt, she will not eat food unless someone tries it first",16,2,3,eat|tries,poisoning|attempt|food,val
10157,Man with bulletproof vest holds a dog on a leash.,10,1,5,holds,Man|bulletproof|vest|dog|leash,val
9284,A fireman is standing on site reporting the situation on the ground near a firetruck on a road.,18,2,6,standing|reporting,fireman|site|situation|ground|firetruck|road,val
9657,Repeated animation showing the globe in red and white.,9,2,2,Repeated|showing,animation|globe,val
9954,A drone is flying in the sky.,7,1,2,flying,drone|sky,val
1183,Man and woman look at her phone.,7,1,3,look,Man|woman|phone,val
4617,Girls in bikinis hanging out on a floating structure on the ocean.,12,2,4,hanging|floating,Girls|bikinis|structure|ocean,val
6480,Two sisters fly to Fiji.,5,1,2,fly,sisters|Fiji,val
9157,Women ride a jetski together.,5,1,2,ride,Women|jetski,val
3007,The people give a tour of their hotel room.,9,1,4,give,people|tour|hotel|room,val
5778,Man in gray top looks at statues.,7,0,3,,Man|looks|statues,val
7787,People mess with the bull statues testicles.,7,0,5,,People|mess|bull|statues|testicles,val
9159,Man in red jacket sits next to a statue.,9,1,3,sits,Man|jacket|statue,val
9737,A graph depicts penis size.,5,1,3,depicts,graph|penis|size,val
10269,Man walks around a factory with a worker in a safety vest before interviewing him.,15,2,5,walks|interviewing,Man|factory|worker|safety|vest,val
10294,Doctor is interviewed in their office.,6,1,2,interviewed,Doctor|office,val
2921,A girl's showing her beauty products,6,1,3,showing,girl|beauty|products,val
5036,A woman is preparing stocks using various pots and collianders.,10,2,4,preparing|using,woman|stocks|pots|collianders,val
5375,Woman monologues leaning against her padded headboard.,7,2,2,monologues|leaning,Woman|headboard,val
7236,Teen girl sits in front of her padded headboard.,9,1,3,sits,girl|front|headboard,val
370,Cows are drinking from the water trough.,7,1,3,drinking,Cows|water|trough,val
5224,A background voice calls out the herd of cows as they grace in the field.,15,2,5,calls|grace,background|voice|herd|cows|field,val
6046,Horse's head seen walking down the trail.,7,2,3,seen|walking,Horse|head|trail,val
7044,The horse walks up to the stream and takes a drink.,11,2,3,walks|takes,horse|stream|drink,val
8878,A woman stands by a horse while talking.,8,2,2,stands|talking,woman|horse,val
9528,Man with orange top points to things on a white board.,11,0,4,,Man|points|things|board,val
9634,Man talks to camera and writes on the white board.,10,2,4,talks|writes,Man|camera|white|board,val
9768,"A man in orange, black and white t-shirt is talking in front of the camera while moving his arms",19,2,6,talking|moving,man|t|shirt|front|camera|arms,val
1331,A lady displaying her decorated hand,6,2,2,displaying|decorated,lady|hand,val
1487,A girl displaying here decorated hands,6,2,2,displaying|decorated,girl|hands,val
2518,People getting in mall in South India,7,1,4,getting,People|mall|South|India,val
1755,Two men cut up and spray paint a gym floor.,10,2,4,cut|spray,men|paint|gym|floor,val
5364,A checkout clerk wearing a red apron talking to the costumers,11,2,4,wearing|talking,checkout|clerk|apron|costumers,val
3307,Masked airport worker helps the videographer.,6,1,3,helps,airport|worker|videographer,val
4457,Flight widow view of flying and landing,7,1,4,flying,Flight|widow|view|landing,val
6288,A black man in a red sweater is sprawling around in bed.,12,1,3,sprawling,man|sweater|bed,val
10050,A cricket team with a red uniform is celebrating a win on the field.,14,1,5,celebrating,cricket|team|uniform|win|field,val
10242,Cricket team in red congratulates each other.,7,0,2,,team|congratulates,val
3173,men teaching techniques to make quality videos and pictures from iPhone,11,2,6,teaching|make,men|techniques|quality|videos|pictures|iPhone,val
3229,White man giving some tips to use iPhone camera for pictures,11,2,5,giving|use,man|tips|iPhone|camera|pictures,val
5469,Man in white top sits on a park bench.,9,1,4,sits,Man|top|park|bench,val
2264,Woman in hoodie holds the camera like she's taking a selfie.,11,2,4,holds|taking,Woman|hoodie|camera|selfie,val
3005,Asian couple sharing some awesome dinner video during flight,9,1,4,sharing,couple|dinner|video|flight,val
5392,Man and woman walk through the airport together.,8,1,3,walk,Man|woman|airport,val
4608,A salesman showing a green saree to a customer,9,1,3,showing,salesman|saree|customer,val
5817,Two women in blue and beige robe are dressing the woman in a green and yellow robe,17,1,4,dressing,women|robe|woman|robe,val
6875,A woman is folding a sheet made of green fabric.,10,2,3,folding|made,woman|sheet|fabric,val
1616,A man holding a little snake on his hand,9,1,3,holding,man|snake|hand,val
4900,A man is talking in a room with plants decorating it in a yellow shirt that says bananas.,18,3,5,talking|decorating|says,man|room|plants|shirt|bananas,val
5097,Man with gray pants is kneeling next to a large lizard.,11,1,3,kneeling,Man|pants|lizard,val
8650,A man in blue is handling a snake with a marbled pattern.,12,1,4,handling,man|blue|snake|pattern,val
1021,Masked woman walks around the city while having her red hood up.,12,2,3,walks|having,woman|city|hood,val
3026,A person wearing a white mask and read hood walking along a street and through a mall.,17,3,5,wearing|read|walking,person|mask|hood|street|mall,val
6571,There is a shot of the dome of the first skyscraper of Boston.,13,1,4,is,shot|dome|skyscraper|Boston,val
2513,Boy in black top lies on a blanket on the rooftop.,11,1,3,lies,top|blanket|rooftop,val
2721,The chef dices the vegetables.,5,1,2,dices,chef|vegetables,val
5060,Man in a black jacket washes a saucepan on the floor,11,1,4,washes,Man|jacket|saucepan|floor,val
6977,A woman is caramelizing onions in a deep stainless steel pan.,11,1,4,caramelizing,woman|onions|steel|pan,val
8314,A lady is handing the noodle dishes to the guests.,10,1,4,handing,lady|noodle|dishes|guests,val
9325,A TV news program reports people were lining up for a park spigot that had water pressure during a drought,20,3,9,reports|lining|had,TV|news|program|people|park|spigot|water|pressure|drought,val
2578,A lady organising her kitchen and started cooking,8,3,2,organising|started|cooking,lady|kitchen,val
3811,A woman is adding pumpkin seeds to the dish she is making.,12,2,4,adding|making,woman|pumpkin|seeds|dish,val
6266,Woman vacuums rug in living room,6,2,3,vacuums|rug,Woman|living|room,val
7477,Woman cleans up the kitchen.,5,1,2,cleans,Woman|kitchen,val
8442,A woman is adding tomatoes to a pan with other ingedients and stirring it into a red sauce.,18,2,5,adding|stirring,woman|tomatoes|pan|ingedients|sauce,val
919,Baby is wrapped in the stroller inside.,7,1,2,wrapped,Baby|stroller,val
8151,The contents of a child's baggage are shown.,8,1,3,shown,contents|child|baggage,val
8188,Kid walks around a backyard.,5,1,2,walks,Kid|backyard,val
1052,Man in blue shirt drives the yellow car.,8,1,3,drives,Man|shirt|car,val
7830,The driver of a rickshaw is explaining something about the location to a rider.,14,1,4,explaining,driver|rickshaw|location|rider,val
7975,Asian woman eats food on the train.,7,1,3,eats,woman|food|train,val
